Site ID,Screening Flag,Location,Field Sample ID,Date Sampled,Parameter,Result,Units,Lab Qualifier,Validation Qualifier,Detect?,Matrix,Purpose,Type,Time,Program,Event,Analysis Type,Filtered,Leached,Result Type Code,Analytical Method,Start Depth,End Depth,Depth Units,Excavated Flag,Use Flag
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Arsenic,5.41,ug/L,J,J,Y,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Arsenic,5,ug/L,U,U,N,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Barium,26.9,ug/L,,NQ,Y,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Barium,27.4,ug/L,,NQ,Y,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Barium,29.1,ug/L,,NQ,Y,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Barium,19,ug/L,,NQ,Y,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Barium,19,ug/L,,NQ,Y,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Barium,29.5,ug/L,,NQ,Y,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Barium,28.4,ug/L,,NQ,Y,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Barium,28.6,ug/L,,NQ,Y,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Barium,26.4,ug/L,,NQ,Y,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Barium,21.9,ug/L,,NQ,Y,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Barium,87.3,ug/L,,NQ,Y,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Barium,29.9,ug/L,,NQ,Y,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Barium,31.3,ug/L,,NQ,Y,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Barium,27.8,ug/L,,NQ,Y,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Barium,29.9,ug/L,,NQ,Y,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6020B,,,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Beryllium,0.2,ug/L,UN,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Beryllium,0.399,ug/L,JN,J,Y,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6020B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Beryllium,1,ug/L,UN,U,N,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Beryllium,0.2,ug/L,UQ,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6020B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Beryllium,1,ug/L,U,U,N,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Bicarbonate,57,mg/L,,NQ,Y,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SM:A2320B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Bicarbonate,58,mg/L,,NQ,Y,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SM:A2320B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Bicarbonate,69,mg/L,,NQ,Y,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Bicarbonate,61,mg/L,,NQ,Y,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377382,10/6/2025,Bicarbonate,54,mg/L,,NQ,Y,W,REG,WG,23:23,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Bicarbonate,75,mg/L,,NQ,Y,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Bicarbonate,59,mg/L,,NQ,Y,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SM:A2320B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Bicarbonate,59,mg/L,,NQ,Y,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SM:A2320B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Bicarbonate,61,mg/L,,NQ,Y,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Bicarbonate,73,mg/L,,NQ,Y,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Bicarbonate,59,mg/L,,NQ,Y,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Bicarbonate,60,mg/L,,NQ,Y,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Bicarbonate,63,mg/L,,NQ,Y,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Bicarbonate,61,mg/L,,NQ,Y,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Boron,15,ug/L,U,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Boron,15.7,ug/L,J,J,Y,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Boron,49.7,ug/L,J,J,Y,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Boron,28.6,ug/L,J,J,Y,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Boron,19,ug/L,J,J,Y,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Boron,16.6,ug/L,J,J,Y,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Boron,15,ug/L,U,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Boron,17.4,ug/L,J,J,Y,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Boron,48,ug/L,J,J,Y,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Boron,36.3,ug/L,J,J,Y,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Boron,17.5,ug/L,J,J,Y,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Boron,20.9,ug/L,J,J,Y,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Boron,15,ug/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Boron,17.5,ug/L,J,J,Y,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Boron,17.7,ug/L,J,J,Y,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,EPA:300.0,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,EPA:300.0,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377382,10/6/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,23:23,GW-Other,,INIT,Y,N,TRG,EPA:300.0,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,EPA:300.0,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,EPA:300.0,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,EPA:300.0,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,EPA:300.0,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,EPA:300.0,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Bromide,0.05,mg/L,U,U,N,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,EPA:300.0,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Cadmium,1,ug/L,U,U,N,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Calcium,13.8,mg/L,,NQ,Y,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Calcium,13.7,mg/L,,NQ,Y,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Calcium,14.5,mg/L,,NQ,Y,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Calcium,13.6,mg/L,,NQ,Y,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Calcium,13.2,mg/L,,NQ,Y,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Calcium,13.1,mg/L,,NQ,Y,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Calcium,12.8,mg/L,,NQ,Y,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377384,10/3/2025,Calcium,14.9,mg/L,,NQ,Y,W,REG,WG,17:34,GW-Other,,INIT,N,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377385,10/3/2025,Calcium,13.6,mg/L,,NQ,Y,W,REG,WG,22:38,GW-Other,,INIT,N,N,TRG,SW-846:6010D,,,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Calcium,13.4,mg/L,,NQ,Y,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Calcium,13.5,mg/L,,NQ,Y,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Calcium,13.5,mg/L,,NQ,Y,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377259,10/2/2025,Calcium,13.7,mg/L,,NQ,Y,W,REG,WG,13:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377255,10/2/2025,Calcium,13,mg/L,,NQ,Y,W,REG,WG,11:10,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377257,10/2/2025,Calcium,13.1,mg/L,,NQ,Y,W,REG,WG,12:05,GW-Other,,INIT,Y,N,TRG,SW-846:6010D,1044,1054,,N,Y
NMED,N,SIMR-3,SANI-26-377503,10/9/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,12:14,GW-Other,,INIT,Y,N,TRG,SM:A2320B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377501,10/9/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,11:28,GW-Other,,INIT,Y,N,TRG,SM:A2320B,958,968,,N,Y
NMED,N,SIMR-3,SANI-26-377376,10/6/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,17:54,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377378,10/6/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,18:26,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377380,10/6/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,21:05,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377382,10/6/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,23:23,GW-Other,,INIT,Y,N,TRG,SM:A2320B,972,982,,N,Y
NMED,N,SIMR-3,SANI-26-377372,10/5/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,6:01,GW-Other,,INIT,Y,N,TRG,SM:A2320B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377374,10/5/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,7:03,GW-Other,,INIT,Y,N,TRG,SM:A2320B,998,1008,,N,Y
NMED,N,SIMR-3,SANI-26-377368,10/3/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,17:34,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377370,10/3/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,22:38,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1018,1028,,N,Y
NMED,N,SIMR-3,SANI-26-377261,10/2/2025,Carbonate,2,mg/L,U,U,N,W,REG,WG,14:12,GW-Other,,INIT,Y,N,TRG,SM:A2320B,1044,1054,,N,Y
