FIELD_SAMPLE_ID,LAB_ID,ANALYTICAL_METHOD,ANALYSIS_DATE,PARAMETER_CODE,RESULT_TYPE_CODE,LAB_RESULT,LAB_UNITS,LAB_DETECTION_LIMIT,LAB_MATRIX,LAB_SAMPLE_ID,ANALYSIS_TIME,LAB_QUALIFIER,DILUTION_FACTOR,PREP_METHOD,PREP_DATE,ANALYSIS_LOT_ID,SAMPLE_DELIVERY_GROUP,LAB_BLANK_SAMPLE_ID,UNCERTAINTY,PARAMETER_NAME,ANALYSIS_TYPE_CODE,FILTERED_FLAG,LEACHED_FLAG,LEACHATE_METHOD,LEACHATE_DATE,LEACHATE_TIME,SAMPLE_PREP_LOT_ID,LEACHATE_LOT_ID,PREP_TIME,METHOD_DETECTION_LIMIT,MINIMUM_DETECTABLE_ACTIVITY,SAMPLE_DATE,SAMPLE_PURPOSE,ORIGINAL_LAB_RESULT,SPIKE_ADDED,SPIKED_RESULT,SPIKE_RECOVERY,RPD,RPD_LIMIT,UPPER_LIMIT,LOWER_LIMIT,LAB_RECEIPT_DATE,HARD_COPY_DUE_DATE,RUSH_TAT,LAB_REPORT_DATE,BASIS,PERCENT_MOISTURE,CHAIN_OF_CUSTODY_NO,,,,,,,,
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,V,TRG,4.27,ug/L,5,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Vanadium,INIT,N,N,,,,2878014,,7:45,1,,,10/6/2025,REG,4.27,ug/L,4.27,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377380,GELC,SW-846:6010D,10/10/2025,ZN,TRG,4.49,ug/L,20,W,747002007,21:51,J,1,SW-846:3005A,10/10/2025,2878016,747002,1206262711,,Zinc,INIT,N,N,,,,2878014,,7:45,3.3,,,10/6/2025,REG,4.49,ug/L,4.49,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377370,GELC,SW-846:6850,10/10/2025,CLO4,TRG,1.97,ug/L,0.2,W,747002002,15:15,,1,SW-846:6850,10/10/2025,2878593,747002,1206263819,,Perchlorate,INIT,N,N,,,,2878592,,12:56,0.05,,,10/3/2025,REG,1.97,ug/L,1.97,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,565 - Perchlorate by LC/MS
SANI-26-377374,GELC,SW-846:6850,10/10/2025,CLO4,TRG,3.03,ug/L,0.2,W,747002004,15:35,,1,SW-846:6850,10/10/2025,2878593,747002,1206263819,,Perchlorate,INIT,N,N,,,,2878592,,12:56,0.05,,,10/5/2025,REG,3.03,ug/L,3.03,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,565 - Perchlorate by LC/MS
SANI-26-377380,GELC,SW-846:6850,10/10/2025,CLO4,TRG,5.32,ug/L,0.2,W,747002007,16:35,,1,SW-846:6850,10/10/2025,2878593,747002,1206263819,,Perchlorate,INIT,N,N,,,,2878592,,12:56,0.05,,,10/6/2025,REG,5.32,ug/L,5.32,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,N,100,,,,,2733-08OCT25-LMW08,565 - Perchlorate by LC/MS
SANI-26-377370,GELC,EPA:170.0,10/9/2025,TEMP,TRG,2,Deg C,,W,747002002,,,,,,,747002,,,Temperature,INIT,N,,,,,,,,,,,10/3/2025,REG,,,,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,,,,,,,2733-08OCT25-LMW08,
SANI-26-377374,GELC,EPA:170.0,10/9/2025,TEMP,TRG,2,Deg C,,W,747002004,,,,,,,747002,,,Temperature,INIT,N,,,,,,,,,,,10/5/2025,REG,,,,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,,,,,,,2733-08OCT25-LMW08,
SANI-26-377380,GELC,EPA:170.0,10/9/2025,TEMP,TRG,2,Deg C,,W,747002007,,,,,,,747002,,,Temperature,INIT,N,,,,,,,,,,,10/6/2025,REG,,,,,,,,,,,10/9/2025,10/14/2025,Y,10/14/2025,,,,,,,2733-08OCT25-LMW08,
SANI-26-377261,HEAL,EPA:300.0,10/8/2025,Br(-1),TRG,0.05,mg/L,0.1,W,885-34827-7,20:06,U,1,,,885-36301,885-34827-1,MB 885-36301/4,,Bromide,INIT,N,N,,,,885-36301,,,0.05,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,EPA:300.0,10/8/2025,Cl(-1),TRG,5.1,mg/L,0.5,W,885-34827-7,20:06,,1,,,885-36301,885-34827-1,MB 885-36301/4,,Chloride,INIT,N,N,,,,885-36301,,,0.25,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,EPA:300.0,10/8/2025,F(-1),TRG,0.18,mg/L,0.1,W,885-34827-7,20:06,,1,,,885-36301,885-34827-1,MB 885-36301/4,,Fluoride,INIT,N,N,,,,885-36301,,,0.046,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,EPA:300.0,10/8/2025,SO4(-2),TRG,7.4,mg/L,0.5,W,885-34827-7,20:06,,1,,,885-36301,885-34827-1,MB 885-36301/4,,Sulfate,INIT,N,N,,,,885-36301,,,0.39,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,SM:A2320B,10/9/2025,ALK,TRG,59,mg/L,20,W,885-34827-7,13:49,,1,,,885-36451,885-34827-1,MB 885-36451/2,,Alkalinity,INIT,N,N,,,,885-36451,,,20,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,SM:A2320B,10/9/2025,HCO3(-1),TRG,59,mg/L,20,W,885-34827-7,13:49,,1,,,885-36451,885-34827-1,MB 885-36451/2,,Bicarbonate,INIT,N,N,,,,885-36451,,,20,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,SM:A2320B,10/9/2025,CO3(-2),TRG,2,mg/L,2,W,885-34827-7,13:49,U,1,,,885-36451,885-34827-1,MB 885-36451/2,,Carbonate,INIT,N,N,,,,885-36451,,,2,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,HEAL,SM:A2540C,10/9/2025,TDS,TRG,150,mg/L,50,W,885-34827-7,11:39,,1,,,885-36409,885-34827-1,MB 885-36409/1,,Total Dissolved Solids,INIT,N,N,,,,885-36409,,,25,,10/2/2025,REG,,,,,,,,,10/6/2025,10/9/2025,N,10/15/2025,W,100,2731-03OCT25-LMW08,,,,,,,,
SANI-26-377261,GELC,SW-846:6020B,45938,AL,TRG,39.3,ug/L,50,W,746041004,0.51875,J,1,SW-846:3005A,45936,2875803,746041,1206258638,,Aluminum,INIT,N,N,,,,2875802,,0.638888889,19.3,,,45932,REG,39.3,ug/L,39.3,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,AL,TRG,68,ug/L,200,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Aluminum,INIT,N,N,,,,2875805,,0.638888889,68,,,45932,REG,12.9,ug/L,68,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,SB,TRG,3.5,ug/L,20,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Antimony,INIT,N,N,,,,2875805,,0.638888889,3.5,,,45932,REG,-1.71,ug/L,3.5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,AS,TRG,5,ug/L,30,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Arsenic,INIT,N,N,,,,2875805,,0.638888889,5,,,45932,REG,2.28,ug/L,5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,BA,TRG,29.9,ug/L,5,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Barium,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,29.9,ug/L,29.9,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,BE,TRG,1,ug/L,5,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Beryllium,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,-0.0411,ug/L,1,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6020B,45938,BE,TRG,0.2,ug/L,0.5,W,746041004,0.51875,UQ,1,SW-846:3005A,45936,2875803,746041,1206258638,,Beryllium,INIT,N,N,,,,2875802,,0.638888889,0.2,,,45932,REG,0.006,ug/L,0.2,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,B,TRG,15,ug/L,50,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Boron,INIT,N,N,,,,2875805,,0.638888889,15,,,45932,REG,14,ug/L,15,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,CD,TRG,1,ug/L,5,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Cadmium,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,0.202,ug/L,1,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,CA,TRG,13500,ug/L,200,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Calcium,INIT,N,N,,,,2875805,,0.638888889,50,,,45932,REG,13500,ug/L,13500,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,CR,TRG,73.2,ug/L,10,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Chromium,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,73.2,ug/L,73.2,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,CO,TRG,1,ug/L,5,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Cobalt,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,0.385,ug/L,1,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,CU,TRG,3,ug/L,20,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Copper,INIT,N,N,,,,2875805,,0.638888889,3,,,45932,REG,-0.173,ug/L,3,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,FE,TRG,40.5,ug/L,100,W,746041004,0.627777778,J,1,SW-846:3005A,45936,2875806,746041,1206258648,,Iron,INIT,N,N,,,,2875805,,0.638888889,30,,,45932,REG,40.5,ug/L,40.5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,PB,TRG,3.3,ug/L,20,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Lead,INIT,N,N,,,,2875805,,0.638888889,3.3,,,45932,REG,0.351,ug/L,3.3,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6020B,45938,LI,TRG,29.8,ug/L,10,W,746041004,0.51875,,1,SW-846:3005A,45936,2875803,746041,1206258638,,Lithium,INIT,N,N,,,,2875802,,0.638888889,3,,,45932,REG,29.8,ug/L,29.8,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,MG,TRG,4130,ug/L,300,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Magnesium,INIT,N,N,,,,2875805,,0.638888889,110,,,45932,REG,4130,ug/L,4130,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,MN,TRG,51.8,ug/L,10,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Manganese,INIT,N,N,,,,2875805,,0.638888889,2,,,45932,REG,51.8,ug/L,51.8,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:7470A,45938,HG,TRG,0.067,ug/L,0.2,W,746041004,0.475,U,1,SW-846:7470A Prep,45937,2876137,746041,1206259312,,Mercury,INIT,N,N,,,,2876134,,0.595833333,0.067,,,45932,REG,-0.006,ug/L,0.067,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,NI,TRG,1.5,ug/L,5,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Nickel,INIT,N,N,,,,2875805,,0.638888889,1.5,,,45932,REG,1.29,ug/L,1.5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,K,TRG,2210,ug/L,250,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Potassium,INIT,N,N,,,,2875805,,0.638888889,50,,,45932,REG,2210,ug/L,2210,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6020B,45938,SE,TRG,1.5,ug/L,5,W,746041004,0.51875,U,1,SW-846:3005A,45936,2875803,746041,1206258638,,Selenium,INIT,N,N,,,,2875802,,0.638888889,1.5,,,45932,REG,0.49,ug/L,1.5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,SE,TRG,6,ug/L,30,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Selenium,INIT,N,N,,,,2875805,,0.638888889,6,,,45932,REG,0.606,ug/L,6,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,AG,TRG,1,ug/L,5,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Silver,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,-0.0107,ug/L,1,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,NA,TRG,11500,ug/L,300,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Sodium,INIT,N,N,,,,2875805,,0.638888889,100,,,45932,REG,11500,ug/L,11500,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,TL,TRG,5,ug/L,20,W,746041004,0.627777778,U,1,SW-846:3005A,45936,2875806,746041,1206258648,,Thallium,INIT,N,N,,,,2875805,,0.638888889,5,,,45932,REG,-2.61,ug/L,5,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6020B,45938,U,TRG,0.635,ug/L,0.2,W,746041004,0.51875,,1,SW-846:3005A,45936,2875803,746041,1206258638,,Uranium,INIT,N,N,,,,2875802,,0.638888889,0.067,,,45932,REG,0.635,ug/L,0.635,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,V,TRG,5.11,ug/L,5,W,746041004,0.627777778,,1,SW-846:3005A,45936,2875806,746041,1206258648,,Vanadium,INIT,N,N,,,,2875805,,0.638888889,1,,,45932,REG,5.11,ug/L,5.11,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6010D,45937,ZN,TRG,7.25,ug/L,20,W,746041004,0.627777778,J,1,SW-846:3005A,45936,2875806,746041,1206258648,,Zinc,INIT,N,N,,,,2875805,,0.638888889,3.3,,,45932,REG,7.25,ug/L,7.25,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377261,GELC,SW-846:6850,45939,CLO4,TRG,1.58,ug/L,0.4,W,746041004,0.602777778,,2,SW-846:6850,45937,2876041,746041,1206259062,,Perchlorate,INIT,N,N,,,,2876040,,0.490277778,0.1,,,45932,REG,0.788,ug/L,1.58,,,,,,,,45936,45940,Y,45940,N,100,,,,,2730-03OCT25-LMW08,565 - Perchlorate by LC/MS
SANI-26-377261,GELC,EPA:170.0,45936,TEMP,TRG,20,Deg C,,W,746041004,,,,,,,746041,,,Temperature,INIT,N,,,,,,,,,,,45932,REG,,,,,,,,,,,45936,45940,Y,45940,,,,,,,2730-03OCT25-LMW08,
SANI-26-377503,HEAL,EPA:300.0,10/17/2025,Br(-1),TRG,0.05,mg/L,0.1,W,885-35526-3,13:25,U,1,,,885-36755,885-35526-1,MB 885-36755/4,,Bromide,INIT,N,N,,,,885-36755,,,0.05,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,EPA:300.0,10/17/2025,Cl(-1),TRG,4.3,mg/L,0.5,W,885-35526-3,13:25,,1,,,885-36755,885-35526-1,MB 885-36755/4,,Chloride,INIT,N,N,,,,885-36755,,,0.25,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,EPA:300.0,10/17/2025,F(-1),TRG,0.16,mg/L,0.1,W,885-35526-3,13:25,,1,,,885-36755,885-35526-1,MB 885-36755/4,,Fluoride,INIT,N,N,,,,885-36755,,,0.046,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,EPA:300.0,10/17/2025,SO4(-2),TRG,6.4,mg/L,0.5,W,885-35526-3,13:25,,1,,,885-36755,885-35526-1,MB 885-36755/4,,Sulfate,INIT,N,N,,,,885-36755,,,0.39,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,SM:A2320B,10/15/2025,ALK,TRG,57,mg/L,20,W,885-35526-3,16:19,,1,,,885-36776,885-35526-1,MB 885-36776/2,,Alkalinity,INIT,N,N,,,,885-36776,,,20,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,SM:A2320B,10/15/2025,HCO3(-1),TRG,57,mg/L,20,W,885-35526-3,16:19,,1,,,885-36776,885-35526-1,MB 885-36776/2,,Bicarbonate,INIT,N,N,,,,885-36776,,,20,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,SM:A2320B,10/15/2025,CO3(-2),TRG,2,mg/L,2,W,885-35526-3,16:19,U,1,,,885-36776,885-35526-1,MB 885-36776/2,,Carbonate,INIT,N,N,,,,885-36776,,,2,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,HEAL,SM:A2540C,10/16/2025,TDS,TRG,150,mg/L,50,W,885-35526-3,10:56,,1,,,885-36790,885-35526-1,MB 885-36790/1,,Total Dissolved Solids,INIT,N,N,,,,885-36790,,,25,,10/9/2025,REG,,,,,,,,,10/15/2025,10/20/2025,N,10/21/2025,W,100,2738-14OCT25-LMW08,,,,,,,,
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,AL,TRG,68,ug/L,200,W,747603002,13:58,U,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Aluminum,INIT,N,N,,,,2880797,,8:55,68,,,10/9/2025,REG,20.6,ug/L,68,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6020B,10/18/2025,AL,TRG,19.3,ug/L,50,W,747603002,2:04,U,1,SW-846:3005A,10/16/2025,2880801,747603,1206267944,,Aluminum,INIT,N,N,,,,2880799,,8:55,19.3,,,10/9/2025,REG,9.06,ug/L,19.3,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/21/2025,SB,TRG,5.12,ug/L,20,W,747603002,9:32,J,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Antimony,INIT,N,N,,,,2880797,,8:55,3.5,,,10/9/2025,REG,5.12,ug/L,5.12,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,AS,TRG,5,ug/L,30,W,747603002,13:58,U,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Arsenic,INIT,N,N,,,,2880797,,8:55,5,,,10/9/2025,REG,-1.84,ug/L,5,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,BA,TRG,27.4,ug/L,5,W,747603002,13:58,,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Barium,INIT,N,N,,,,2880797,,8:55,1,,,10/9/2025,REG,27.4,ug/L,27.4,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,BE,TRG,1,ug/L,5,W,747603002,13:58,U,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Beryllium,INIT,N,N,,,,2880797,,8:55,1,,,10/9/2025,REG,0.123,ug/L,1,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6020B,10/18/2025,BE,TRG,0.2,ug/L,0.5,W,747603002,2:04,UQ,1,SW-846:3005A,10/16/2025,2880801,747603,1206267944,,Beryllium,INIT,N,N,,,,2880799,,8:55,0.2,,,10/9/2025,REG,0.02,ug/L,0.2,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/21/2025,B,TRG,15,ug/L,50,W,747603002,9:32,U,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Boron,INIT,N,N,,,,2880797,,8:55,15,,,10/9/2025,REG,14.8,ug/L,15,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,CD,TRG,1,ug/L,5,W,747603002,13:58,U,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Cadmium,INIT,N,N,,,,2880797,,8:55,1,,,10/9/2025,REG,0.271,ug/L,1,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,CA,TRG,13800,ug/L,200,W,747603002,13:58,,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Calcium,INIT,N,N,,,,2880797,,8:55,50,,,10/9/2025,REG,13800,ug/L,13800,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
SANI-26-377503,GELC,SW-846:6010D,10/20/2025,CR,TRG,37,ug/L,10,W,747603002,13:58,,1,SW-846:3005A,10/16/2025,2880798,747603,1206267938,,Chromium,INIT,N,N,,,,2880797,,8:55,1,,,10/9/2025,REG,37,ug/L,37,,,,,,,,10/15/2025,10/22/2025,Y,10/22/2025,N,100,,,,,2737-14OCT25-LMW08,"(D)202+201(B)+210(Al)+211(Be, Li, Se, U)"
